,symbol,name,currency,summary,category_group,category,family,exchange,market
8695,ETHQ.TO,3iQ Coinshares Ether ETF,CAD,,,,CoinShares,TOR,ca_market
8696,ETHR-U.TO,Ether ETF USD Unhedged Units,USD,The Evolve Fundâs investment objective is to provide Unitholders with exposure to the daily price movements of the U.S. dollar price of Ether while experiencing minimal tracking error by utilizing the benefits of the creation and redemption processes offered by the exchange traded fund structure.,,,Evolve Funds Group,TOR,ca_market
8697,ETHR.TO,Ether ETF CAD Unhedged Units,CAD,The Evolve Fundâs investment objective is to provide Unitholders with exposure to the daily price movements of the U.S. dollar price of Ether while experiencing minimal tracking error by utilizing the benefits of the creation and redemption processes offered by the exchange traded fund structure.,,,Evolve Funds Group,TOR,ca_market
8699,ETHX-B.TO,CI Galaxy Ethereum ETF,CAD,,,,CI Investments,TOR,ca_market
8700,ETHX-U.TO,CI Galaxy Ethereum ETF,USD,,,,CI Investments,TOR,ca_market
8764,ETP.TO,First Trust Global Risk Managed Income Index ETF Common,CAD,"The NASDAQ Global Risk Managed Income IndexSM seeks to provide exposure to a risk managed, global income portfolio which generates a high yield for the risk taken and consists of liquid income-bearing ETFs and other exchange traded products across various asset classes.",,,FT Portfolios,TOR,ca_market
9007,EUR-A.TO,First Trust AlphaDEX European Dividendidend Index ETF Advisor,CAD,"The investment seeks to replicate, net of expesenes, the AlphaDEX European Dividend Index, net of expenses. The fund invests in and hold the constituent securities of the underlying index in the same proportion. The index employs the AlphaDEX stock selection methodology to select dividend paying ADRs from a universe of ADRs of European companies that meet certain investment criteria.",,,FT Portfolios,TOR,ca_market
9008,EUR.TO,First Trust AlphaDEX European Dividendidend Index ETF Common,CAD,"The investment seeks to replicate, net of expesenes, the AlphaDEX European Dividend Index, net of expenses. The fund invests in and hold the constituent securities of the underlying index in the same proportion. The index employs the AlphaDEX stock selection methodology to select dividend paying ADRs from a universe of ADRs of European companies that meet certain investment criteria.",,,FT Portfolios,TOR,ca_market
9826,FAI.TO,CI Active Utility &amp; Infrastructure ETF Common Units,CAD,FAIâs investment objectives are to provide Unitholders with monthly cash distributions and the opportunity for capital appreciation from an actively managed portfolio comprised primarily of equity securities of Utility and Infrastructure Issuers.,,,CI Investments,TOR,ca_market
9834,FAO.TO,CI Active Credit ETF Common Units,CAD,"FAOâs investment objective is to maximize long term risk-adjusted total returns, delivered through cash distributions and long term capital appreciation, in a manner consistent with preservation of capital and prudent risk management by actively investing primarily in Credit Securities (as defined herein) of North American issuers.",,,CI Investments,TOR,ca_market
9844,FBAL.NE,Fidelity All-In-One Balanced ETF,CAD,,,,,NEO,ca_market
9847,FBE.TO,CI First Asset Canadian Buyback Index ETF,CAD,"FBE has been designed to replicate the performance of the CIBC Canadian Buyback Index (the âIndexâ), net of expenses. FBE invests primarily in equity securities of issuers listed on the TSX.",,,CI Investments,TOR,ca_market
9856,FBT.TO,First Trust NYSE Arca Biotechnology ETF,CAD,,,,,TOR,ca_market
9859,FBU.TO,CI First Asset U.S. Buyback Index ETF,CAD,"The First Asset U.S. Buyback Index ETF has been designed to replicate the performance of the CIBC U.S. Buyback Index, net of expenses. The ETF invests primarily in equity securities of issuers included in the Solactive U.S. Large Cap Index.",,,CI Investments,TOR,ca_market
9864,FCCB.TO,Fidelity Systematic Canadian Bond Index ETF,CAD,"Fidelity Systematic Canadian Bond Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada Systematic Canadian Bond Index. This Fidelity ETF invests primarily in Canadian fixed income securities.",,,Fidelity Investments,TOR,ca_market
9865,FCCD.TO,Fidelity Canadian High Dividend Index ETF,CAD,"Fidelity Canadian High Dividend Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada Canadian High Dividend Index. This Fidelity ETF invests primarily in dividend-paying equity securities of Canadian companies.",,,Fidelity Investments,TOR,ca_market
9866,FCCL.TO,Fidelity Canadian Low Volatility Index ETF,CAD,"Fidelity Canadian Low Volatility Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada Canadian Low Volatility Index. This Fidelity ETF invests primarily in equity securities of large and mid-capitalization Canadian companies with lower volatility than the broader Canadian equity market.",,,Fidelity Investments,TOR,ca_market
9867,FCCM.TO,Fidelity Canadian Momentum Index ETF,CAD,"Fidelity Canadian Momentum Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada Canadian Momentum Index. This Fidelity ETF invests primarily in equity securities of large and mid-capitalization Canadian companies that exhibit positive momentum signals.",,,Fidelity Investments,TOR,ca_market
9868,FCCQ.TO,Fidelity Canadian High Quality Index ETF,CAD,"The ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada Canadian High Quality Index (the """"Index""""). It invests primarily in equity securities of large and mid-capitalization Canadian companies with a higher quality profile than the broader Canadian equity market. The Index is designed to reflect the performance of stocks of large- and mid-capitalization Canadian companies with a higher quality profile than the broader Canadian equity market.",,,Fidelity Investments,TOR,ca_market
9869,FCCV.TO,Fidelity Canadian Value Index ETF,CAD,"Fidelity Canadian Value Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada Canadian Value Index. This Fidelity ETF invests primarily in equity securities of large and mid-capitalization Canadian companies that have attractive valuations.",,,Fidelity Investments,TOR,ca_market
9873,FCGB.TO,Fidelity Global Core Plus Bond ETF,CAD,Fidelity Global Core Plus Bond ETF aims to provide a steady flow of income with the potential for capital gains. It invests primarily in a mix of fixed income securities of issuers from around the world. It can invest in these securities either directly or indirectly through investments in underlying investment funds.,,,Fidelity Investments,TOR,ca_market
9874,FCGI.TO,Fidelity Global Monthly High Income ETF,CAD,Fidelity Global Monthly High Income ETF aims to achieve a steady flow of income with the potential for capital gains by using an asset allocation approach. It invests primarily in underlying funds. These underlying funds generally invest in global equity securities and fixed income securities.,,,Fidelity Investments,TOR,ca_market
9877,FCHH.TO,Fidelity Systematic U.S. High Yield Bond Currency Neutral ETF,CAD,"Fidelity Systematic U.S. High Yield Bond Currency Neutral ETF aims to achieve a high level of income with the potential for capital gains. It seeks a similar return to Fidelity Systematic U.S. High Yield Bond ETF (the âunderlying Fidelity ETFâ) by investing substantially all of its assets in units of the underlying Fidelity ETF. The underlying Fidelity ETF invests primarily in U.S. high yield securities, leveraging a quantitative multi-factor model. The ETF uses derivatives to try to minimize the exposure to currency fluctuations between the U.S. and Canadian dollars.",,,Fidelity Investments,TOR,ca_market
9878,FCHY.TO,Fidelity Systematic U.S. High Yield Bond ETF,CAD,"Fidelity Systematic U.S. High Yield Bond ETF aims to achieve a high level of income with the potential for capital gains. It invests primarily in U.S. high yield securities, leveraging a quantitative multi-factor model.",,,Fidelity Investments,TOR,ca_market
9879,FCID.TO,Fidelity International High Dividend Index ETF,CAD,"Fidelity International High Dividend Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada International High Dividend Index. This Fidelity ETF invests primarily in dividend-paying equity securities of foreign companies that have their principal business activities or interests outside of Canada or the U.S.",,,Fidelity Investments,TOR,ca_market
9880,FCIG.TO,Fidelity Global Investment Grade Bond ETF,CAD,"Fidelity Global Investment Grade Bond ETF aims to provide a steady flow of income with the potential for capital gains. It invests primarily in a mix of fixed income securities of issuers from around the world, with an emphasis on investment grade fixed income securities. It can invest in these securities either directly or indirectly through investments in underlying investment funds.",,,Fidelity Investments,TOR,ca_market
9881,FCIL.TO,Fidelity International Low Volatility Index ETF,CAD,"Fidelity International Low Volatility Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada International Low Volatility Index. This Fidelity ETF invests primarily in equity securities of large and mid-capitalization foreign companies that have their principal business activities or interests outside of Canada or the U.S. with lower volatility than the broader developed international equity market.",,,Fidelity Investments,TOR,ca_market
9882,FCIM.TO,Fidelity International Momentum Index ETF,CAD,"Fidelity International Momentum Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada International Momentum Index. This Fidelity ETF invests primarily in equity securities of large and mid-capitalization foreign companies that have their principal business activities or interests outside of Canada or the U.S. that exhibit positive momentum signals.",,,Fidelity Investments,TOR,ca_market
9883,FCIQ.TO,Fidelity International High Quality Index ETF,CAD,"Fidelity International High Quality Index ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Fidelity Canada International High Quality Index. This Fidelity ETF invests primarily in equity securities of large and mid-capitalization foreign companies that have their principal business activities or interests outside of Canada or the U.S. with a higher quality profile than the broader developed international equity market.",,,Fidelity Investments,TOR,ca_market
